,sympt_now_fever,sympt_now_muscle_ache_myalgia,sympt_now_fatigue_weakness,sympt_now_sore_throat,sympt_now_cough,sympt_now_shortness_of_breath,sympt_now_headache,sympt_now_nausea_vomiting,sympt_now_abdominal_pain,sympt_now_diarrhoea,sympt_now_loss_of_taste,sympt_now_loss_of_smell
sympt_now_fever,0.0,0.6765799256505576,0.6840659340659341,0.7727272727272727,0.7335092348284961,0.7922077922077922,0.6579925650557621,0.7688442211055276,0.844311377245509,0.8009950248756219,0.7818930041152263,0.7980769230769231
sympt_now_muscle_ache_myalgia,0.6765799256505576,0.0,0.5134408602150538,0.7423728813559322,0.6454767726161369,0.6925925925925925,0.5967741935483871,0.7391304347826086,0.8237885462555066,0.7884615384615384,0.6832740213523132,0.7441860465116279
sympt_now_fatigue_weakness,0.6840659340659341,0.5134408602150538,0.0,0.7619047619047619,0.5250544662309368,0.6850828729281768,0.5873417721518988,0.7478753541076487,0.8793103448275862,0.776536312849162,0.67828418230563,0.7786885245901639
sympt_now_sore_throat,0.7727272727272727,0.7423728813559322,0.7619047619047619,0.0,0.7142857142857143,0.8333333333333334,0.7210884353741497,0.8235294117647058,0.9278350515463918,0.8363636363636363,0.8084291187739464,0.8222222222222222
sympt_now_cough,0.7335092348284961,0.6454767726161369,0.5250544662309368,0.7142857142857143,0.0,0.741424802110818,0.6464891041162227,0.8155080213903744,0.9108635097493036,0.8355437665782494,0.7680798004987531,0.8363636363636363
sympt_now_shortness_of_breath,0.7922077922077922,0.6925925925925925,0.6850828729281768,0.8333333333333334,0.741424802110818,0.0,0.7781569965870307,0.7715736040609137,0.8757396449704142,0.81,0.7689075630252101,0.8125
sympt_now_headache,0.6579925650557621,0.5967741935483871,0.5873417721518988,0.7210884353741497,0.6464891041162227,0.7781569965870307,0.0,0.7244094488188977,0.8713692946058091,0.7739463601532567,0.711340206185567,0.7537878787878788
sympt_now_nausea_vomiting,0.7688442211055276,0.7391304347826086,0.7478753541076487,0.8235294117647058,0.8155080213903744,0.7715736040609137,0.7244094488188977,0.0,0.8091603053435115,0.7088607594936709,0.7427184466019418,0.7616279069767442
sympt_now_abdominal_pain,0.844311377245509,0.8237885462555066,0.8793103448275862,0.9278350515463918,0.9108635097493036,0.8757396449704142,0.8713692946058091,0.8091603053435115,0.0,0.7741935483870968,0.8870967741935484,0.8896551724137931
sympt_now_diarrhoea,0.8009950248756219,0.7884615384615384,0.776536312849162,0.8363636363636363,0.8355437665782494,0.81,0.7739463601532567,0.7088607594936709,0.7741935483870968,0.0,0.7621359223300971,0.7777777777777778
sympt_now_loss_of_taste,0.7818930041152263,0.6832740213523132,0.67828418230563,0.8084291187739464,0.7680798004987531,0.7689075630252101,0.711340206185567,0.7427184466019418,0.8870967741935484,0.7621359223300971,0.0,0.47398843930635837
sympt_now_loss_of_smell,0.7980769230769231,0.7441860465116279,0.7786885245901639,0.8222222222222222,0.8363636363636363,0.8125,0.7537878787878788,0.7616279069767442,0.8896551724137931,0.7777777777777778,0.47398843930635837,0.0
