,sympt_now_fever,sympt_now_muscle_ache_myalgia,sympt_now_fatigue_weakness,sympt_now_sore_throat,sympt_now_cough,sympt_now_shortness_of_breath,sympt_now_headache,sympt_now_nausea_vomiting,sympt_now_abdominal_pain,sympt_now_diarrhoea,sympt_now_loss_of_taste,sympt_now_loss_of_smell
sympt_now_fever,0.0,0.617363344051447,0.6273458445040214,0.7652173913043478,0.6836027713625866,0.7321428571428571,0.6476462196861626,0.7735849056603774,0.8257918552036199,0.7840172786177105,0.7692307692307693,0.7914438502673797
sympt_now_muscle_ache_myalgia,0.617363344051447,0.0,0.4429347826086957,0.7080745341614907,0.5993340732519423,0.7123519458544839,0.5118219749652295,0.7098540145985401,0.7951127819548872,0.7613019891500904,0.6900763358778625,0.7381703470031545
sympt_now_fatigue_weakness,0.6273458445040214,0.4429347826086957,0.0,0.7148387096774194,0.5130344108446299,0.6804564907275321,0.49144254278728605,0.7209985315712188,0.8091715976331361,0.7713458755426917,0.6481481481481481,0.707774798927614
sympt_now_sore_throat,0.7652173913043478,0.7080745341614907,0.7148387096774194,0.0,0.7024504084014003,0.7681451612903226,0.6838340486409156,0.8148936170212766,0.830952380952381,0.841991341991342,0.7855917667238422,0.8095238095238095
sympt_now_cough,0.6836027713625866,0.5993340732519423,0.5130344108446299,0.7024504084014003,0.0,0.7381818181818182,0.5623003194888179,0.7992700729927007,0.8530510585305106,0.8188494492044064,0.7313266443701226,0.7741203178206584
sympt_now_shortness_of_breath,0.7321428571428571,0.7123519458544839,0.6804564907275321,0.7681451612903226,0.7381818181818182,0.0,0.7366071428571429,0.7880299251870324,0.8169014084507042,0.8193384223918575,0.7509803921568627,0.7733050847457628
sympt_now_headache,0.6476462196861626,0.5118219749652295,0.49144254278728605,0.6838340486409156,0.5623003194888179,0.7366071428571429,0.0,0.7340764331210191,0.8029556650246306,0.7884012539184952,0.6824512534818942,0.7241379310344828
sympt_now_nausea_vomiting,0.7735849056603774,0.7098540145985401,0.7209985315712188,0.8148936170212766,0.7992700729927007,0.7880299251870324,0.7340764331210191,0.0,0.7718120805369127,0.7267080745341615,0.7752100840336135,0.7790697674418605
sympt_now_abdominal_pain,0.8257918552036199,0.7951127819548872,0.8091715976331361,0.830952380952381,0.8530510585305106,0.8169014084507042,0.8029556650246306,0.7718120805369127,0.0,0.7536231884057971,0.8459821428571429,0.849624060150376
sympt_now_diarrhoea,0.7840172786177105,0.7613019891500904,0.7713458755426917,0.841991341991342,0.8188494492044064,0.8193384223918575,0.7884012539184952,0.7267080745341615,0.7536231884057971,0.0,0.796137339055794,0.8052256532066508
sympt_now_loss_of_taste,0.7692307692307693,0.6900763358778625,0.6481481481481481,0.7855917667238422,0.7313266443701226,0.7509803921568627,0.6824512534818942,0.7752100840336135,0.8459821428571429,0.796137339055794,0.0,0.3592233009708738
sympt_now_loss_of_smell,0.7914438502673797,0.7381703470031545,0.707774798927614,0.8095238095238095,0.7741203178206584,0.7733050847457628,0.7241379310344828,0.7790697674418605,0.849624060150376,0.8052256532066508,0.3592233009708738,0.0
