,sympt_now_fever,sympt_now_muscle_ache_myalgia,sympt_now_fatigue_weakness,sympt_now_sore_throat,sympt_now_cough,sympt_now_shortness_of_breath,sympt_now_headache,sympt_now_nausea_vomiting,sympt_now_abdominal_pain,sympt_now_diarrhoea,sympt_now_loss_of_taste,sympt_now_loss_of_smell
sympt_now_fever,0.0,0.5562336530078466,0.5640636846095527,0.66189111747851,0.5840058694057226,0.7084607543323139,0.5608798114689709,0.7480490523968785,0.7895362663495838,0.7919621749408984,0.6744186046511628,0.72018779342723
sympt_now_muscle_ache_myalgia,0.5562336530078466,0.0,0.3931888544891641,0.651618398637138,0.5464556090846524,0.6545961002785515,0.44598765432098764,0.7142857142857143,0.7513007284079084,0.782608695652174,0.6122625215889465,0.6681034482758621
sympt_now_fatigue_weakness,0.5640636846095527,0.3931888544891641,0.0,0.6297968397291196,0.4799482535575679,0.6273393002441009,0.4118476727785614,0.7120200333889817,0.7864978902953587,0.7983333333333333,0.6054421768707483,0.642041127189642
sympt_now_sore_throat,0.66189111747851,0.651618398637138,0.6297968397291196,0.0,0.6465014577259475,0.7338282078472959,0.6311284046692607,0.8162344983089064,0.8275434243176178,0.8398533007334963,0.7376283846872083,0.7572254335260116
sympt_now_cough,0.5840058694057226,0.5464556090846524,0.4799482535575679,0.6465014577259475,0.0,0.6897338403041825,0.51621271076524,0.7863182167563413,0.8254980079681274,0.8279143536875495,0.6525787965616046,0.6932471264367817
sympt_now_shortness_of_breath,0.7084607543323139,0.6545961002785515,0.6273393002441009,0.7338282078472959,0.6897338403041825,0.0,0.6926790024135157,0.7400275103163686,0.7599388379204893,0.7725903614457831,0.7124735729386892,0.7434782608695653
sympt_now_headache,0.5608798114689709,0.44598765432098764,0.4118476727785614,0.6311284046692607,0.51621271076524,0.6926790024135157,0.0,0.7309340188517567,0.7919227392449517,0.8072601555747623,0.6378915202444614,0.6751347190146266
sympt_now_nausea_vomiting,0.7480490523968785,0.7142857142857143,0.7120200333889817,0.8162344983089064,0.7863182167563413,0.7400275103163686,0.7309340188517567,0.0,0.7148362235067437,0.750465549348231,0.7540603248259861,0.7643467643467643
sympt_now_abdominal_pain,0.7895362663495838,0.7513007284079084,0.7864978902953587,0.8275434243176178,0.8254980079681274,0.7599388379204893,0.7919227392449517,0.7148362235067437,0.0,0.7165532879818595,0.8168498168498168,0.8281653746770026
sympt_now_diarrhoea,0.7919621749408984,0.782608695652174,0.7983333333333333,0.8398533007334963,0.8279143536875495,0.7725903614457831,0.8072601555747623,0.750465549348231,0.7165532879818595,0.0,0.8206060606060606,0.8365261813537676
sympt_now_loss_of_taste,0.6744186046511628,0.6122625215889465,0.6054421768707483,0.7376283846872083,0.6525787965616046,0.7124735729386892,0.6378915202444614,0.7540603248259861,0.8168498168498168,0.8206060606060606,0.0,0.32611464968152865
sympt_now_loss_of_smell,0.72018779342723,0.6681034482758621,0.642041127189642,0.7572254335260116,0.6932471264367817,0.7434782608695653,0.6751347190146266,0.7643467643467643,0.8281653746770026,0.8365261813537676,0.32611464968152865,0.0
