,sympt_now_fever,sympt_now_muscle_ache_myalgia,sympt_now_fatigue_weakness,sympt_now_sore_throat,sympt_now_cough,sympt_now_shortness_of_breath,sympt_now_headache,sympt_now_nausea_vomiting,sympt_now_abdominal_pain,sympt_now_diarrhoea,sympt_now_loss_of_taste,sympt_now_loss_of_smell
sympt_now_fever,0.0,0.8,0.7922077922077922,0.7954545454545454,0.8117647058823529,0.7307692307692307,0.7391304347826086,0.8285714285714286,0.875,0.813953488372093,0.8372093023255814,0.8888888888888888
sympt_now_muscle_ache_myalgia,0.8,0.0,0.618421052631579,0.673469387755102,0.7303370786516854,0.631578947368421,0.75,0.7954545454545454,0.8292682926829268,0.7884615384615384,0.6808510638297872,0.7906976744186046
sympt_now_fatigue_weakness,0.7922077922077922,0.618421052631579,0.0,0.775,0.6355140186915887,0.5394736842105263,0.6623376623376623,0.821917808219178,0.875,0.8,0.7162162162162162,0.8194444444444444
sympt_now_sore_throat,0.7954545454545454,0.673469387755102,0.775,0.0,0.7380952380952381,0.7966101694915254,0.8113207547169812,0.85,0.8611111111111112,0.8571428571428571,0.8541666666666666,0.875
sympt_now_cough,0.8117647058823529,0.7303370786516854,0.6355140186915887,0.7380952380952381,0.0,0.6629213483146067,0.8064516129032258,0.8674698795180723,0.8875,0.7906976744186046,0.8160919540229885,0.8658536585365854
sympt_now_shortness_of_breath,0.7307692307692307,0.631578947368421,0.5394736842105263,0.7966101694915254,0.6629213483146067,0.0,0.711864406779661,0.8431372549019608,0.851063829787234,0.8103448275862069,0.7407407407407407,0.84
sympt_now_headache,0.7391304347826086,0.75,0.6623376623376623,0.8113207547169812,0.8064516129032258,0.711864406779661,0.0,0.7857142857142857,0.7894736842105263,0.8703703703703703,0.7755102040816326,0.8372093023255814
sympt_now_nausea_vomiting,0.8285714285714286,0.7954545454545454,0.821917808219178,0.85,0.8674698795180723,0.8431372549019608,0.7857142857142857,0.0,0.7391304347826086,0.7777777777777778,0.8974358974358975,0.8620689655172413
sympt_now_abdominal_pain,0.875,0.8292682926829268,0.875,0.8611111111111112,0.8875,0.851063829787234,0.7894736842105263,0.7391304347826086,0.0,0.8181818181818182,0.8823529411764706,0.88
sympt_now_diarrhoea,0.813953488372093,0.7884615384615384,0.8,0.8571428571428571,0.7906976744186046,0.8103448275862069,0.8703703703703703,0.7777777777777778,0.8181818181818182,0.0,0.8723404255319149,0.868421052631579
sympt_now_loss_of_taste,0.8372093023255814,0.6808510638297872,0.7162162162162162,0.8541666666666666,0.8160919540229885,0.7407407407407407,0.7755102040816326,0.8974358974358975,0.8823529411764706,0.8723404255319149,0.0,0.5
sympt_now_loss_of_smell,0.8888888888888888,0.7906976744186046,0.8194444444444444,0.875,0.8658536585365854,0.84,0.8372093023255814,0.8620689655172413,0.88,0.868421052631579,0.5,0.0
