,sympt_now_fever,sympt_now_muscle_ache_myalgia,sympt_now_fatigue_weakness,sympt_now_sore_throat,sympt_now_cough,sympt_now_shortness_of_breath,sympt_now_headache,sympt_now_nausea_vomiting,sympt_now_abdominal_pain,sympt_now_diarrhoea,sympt_now_loss_of_taste,sympt_now_loss_of_smell
sympt_now_fever,0.0,0.6154882154882155,0.6243794815223387,0.7334801762114538,0.6658329164582291,0.7325301204819277,0.6248454882571075,0.7668122270742358,0.8147792706333973,0.7856502242152467,0.7383512544802867,0.7655172413793103
sympt_now_muscle_ache_myalgia,0.6154882154882155,0.0,0.4546970539188438,0.7017430600387347,0.5951474785918173,0.6900913562895291,0.5142011834319526,0.7165532879818595,0.7841726618705036,0.7678437265214124,0.66796875,0.7199730094466936
sympt_now_fatigue_weakness,0.6243794815223387,0.4546970539188438,0.0,0.6973404255319149,0.5114135206321334,0.6608493310063991,0.4946401225114854,0.7285714285714285,0.8198795180722892,0.7783656672545561,0.6485310119695321,0.7092316196793809
sympt_now_sore_throat,0.7334801762114538,0.7017430600387347,0.6973404255319149,0.0,0.6850551654964895,0.7745803357314148,0.6819830713422007,0.8164502164502164,0.8446601941747572,0.8354092526690391,0.7784900284900285,0.7972350230414746
sympt_now_cough,0.6658329164582291,0.5951474785918173,0.5114135206321334,0.6850551654964895,0.0,0.7242268041237113,0.5809090909090909,0.8005194805194805,0.8568364611260053,0.820848611838659,0.7207510832932114,0.7663551401869159
sympt_now_shortness_of_breath,0.7325301204819277,0.6900913562895291,0.6608493310063991,0.7745803357314148,0.7242268041237113,0.0,0.7301686445971268,0.771399798590131,0.8201357466063348,0.8057553956834532,0.7385358004827032,0.7682291666666666
sympt_now_headache,0.6248454882571075,0.5142011834319526,0.4946401225114854,0.6819830713422007,0.5809090909090909,0.7301686445971268,0.0,0.7238550922761449,0.8090204369274137,0.7899665551839465,0.6776119402985075,0.7175667287399131
sympt_now_nausea_vomiting,0.7668122270742358,0.7165532879818595,0.7285714285714285,0.8164502164502164,0.8005194805194805,0.771399798590131,0.7238550922761449,0.0,0.7699859747545582,0.7360406091370558,0.7723292469352014,0.7811284046692607
sympt_now_abdominal_pain,0.8147792706333973,0.7841726618705036,0.8198795180722892,0.8446601941747572,0.8568364611260053,0.8201357466063348,0.8090204369274137,0.7699859747545582,0.0,0.7457886676875957,0.8476011288805269,0.8528784648187633
sympt_now_diarrhoea,0.7856502242152467,0.7678437265214124,0.7783656672545561,0.8354092526690391,0.820848611838659,0.8057553956834532,0.7899665551839465,0.7360406091370558,0.7457886676875957,0.0,0.8021390374331551,0.8191699604743083
sympt_now_loss_of_taste,0.7383512544802867,0.66796875,0.6485310119695321,0.7784900284900285,0.7207510832932114,0.7385358004827032,0.6776119402985075,0.7723292469352014,0.8476011288805269,0.8021390374331551,0.0,0.38282828282828285
sympt_now_loss_of_smell,0.7655172413793103,0.7199730094466936,0.7092316196793809,0.7972350230414746,0.7663551401869159,0.7682291666666666,0.7175667287399131,0.7811284046692607,0.8528784648187633,0.8191699604743083,0.38282828282828285,0.0
