,0,1,symptom_name_raw
0,2.0647454,-8.272736,cough
1,1.8484985,-8.532106,fever
2,2.0139608,-6.427709,altered_consciousness
3,2.9058378,-6.843015,diarrhoea
4,2.3765612,-7.7680316,fatigue
5,0.6435403,0.09302256,headache
6,0.03846841,-0.5484256,joint_pain
7,3.2714932,-6.8204274,loss_of_appetite
8,0.35324603,-0.35329476,muscle_ache
9,3.258033,-6.07379,nausea
10,-5.8728127,-2.9042516,nose_bleed
11,-6.0063004,-2.7709029,rash
12,-10.021717,18.591442,runny_nose
13,1.6105053,-6.5982776,seizures
14,-9.823766,18.393505,sneezing
15,0.79831094,0.29504535,sore_throat
16,3.4860387,-6.1474686,vomiting
17,2.7263265,-6.3803205,loss_of_smell_or_taste
