,0,1,symptom_name_raw
0,0.91202945,0.20457132,cough
1,1.3378191,0.37057525,fever
2,0.46654427,3.995536,altered_consciousness
3,-0.32899457,2.9424713,diarrhoea
4,-0.18524668,1.2151878,fatigue
5,0.10192155,0.16349502,headache
6,0.3784632,1.3039293,joint_pain
7,-0.13433701,2.2371356,loss_of_appetite
8,0.5408884,0.6973056,muscle_ache
9,0.24487843,2.8697596,nausea
10,0.84488237,3.664528,nose_bleed
11,0.10536334,3.9639068,rash
12,-0.17832713,-1.1402359,runny_nose
13,0.8496677,4.3449078,seizures
14,0.17372663,-0.9969189,sneezing
15,0.19795527,-0.39681888,sore_throat
16,0.6453732,3.2513132,vomiting
17,-0.27234933,0.5192671,loss_of_smell_or_taste
