,0,1,symptom_name_raw
0,-0.4758836,0.23926249,cough
1,-0.14398634,0.4339245,fever
2,0.3213778,2.0961847,altered_consciousness
3,0.9595122,0.98738164,diarrhoea
4,-0.87315255,0.50810677,fatigue
5,-1.3134131,-0.60062075,headache
6,-1.1534745,-1.2009757,joint_pain
7,0.18902892,1.263063,loss_of_appetite
8,-0.73900455,-1.0052419,muscle_ache
9,1.4467105,1.4931923,nausea
10,1.8500769,2.8625672,nose_bleed
11,1.6136004,2.6685934,rash
12,-2.5045326,-0.5776256,runny_nose
13,0.9543115,2.7568228,seizures
14,-2.4958835,-0.3008135,sneezing
15,-1.7769608,-0.7964051,sore_throat
16,1.2180293,1.40653,vomiting
17,-0.49080282,1.1756607,loss_of_smell_or_taste
