,fatigue,abdominal_pain,chest_pain,sore_throat,shortness_of_breath,skipped_meals,smell,unusual_muscle_pains,headache,hoarse_voice,delirium,diarrhoea,fever,persistent_cough
fatigue,0.0,0.7982283464566929,0.7686284415256378,0.7850589777195282,0.8539845758354756,0.7252568956192537,0.7890512120725638,0.7174103237095363,0.7717576791808873,0.794885745375408,0.7607655502392344,0.7923578199052133,0.7436345481777334,0.768344709897611
abdominal_pain,0.7982283464566929,0.0,0.7618100447538538,0.7824963072378139,0.9123951537744641,0.7728545963840081,0.7866095510074568,0.7486373165618448,0.7692524285513164,0.7932410856838744,0.8064627019594363,0.7361740707162284,0.7766666666666666,0.7865841073271413
chest_pain,0.7686284415256378,0.7618100447538538,0.0,0.6814189189189189,0.8939488459139114,0.7380205063820883,0.6708670867086709,0.6607609101081686,0.6440539436044136,0.7197594118957451,0.7961963505525572,0.7639780018331805,0.7241310026120152,0.6643435675268412
sore_throat,0.7850589777195282,0.7824963072378139,0.6814189189189189,0.0,0.9387083504730563,0.7181421864520456,0.5784473398479913,0.6068430223348645,0.48981723237597913,0.65527950310559,0.8056135027498578,0.7561235356762513,0.6579036063363667,0.6025044148338418
shortness_of_breath,0.8539845758354756,0.9123951537744641,0.8939488459139114,0.9387083504730563,0.0,0.9174928046050528,0.9415772440810765,0.9284026465028355,0.9413298565840938,0.9225156358582349,0.9025309639203015,0.9227753822030577,0.924506387921022,0.914794921875
skipped_meals,0.7252568956192537,0.7728545963840081,0.7380205063820883,0.7181421864520456,0.9174928046050528,0.0,0.6637480798771122,0.6806991167073858,0.6544380324264908,0.7500559409263817,0.7938666666666667,0.7329297820823245,0.703602848764139,0.6988358993616223
smell,0.7890512120725638,0.7866095510074568,0.6708670867086709,0.5784473398479913,0.9415772440810765,0.6637480798771122,0.0,0.5905838580423584,0.43496590204587726,0.7027901957761677,0.8120859589594441,0.7381436844576617,0.6747979426891991,0.613384484228474
unusual_muscle_pains,0.7174103237095363,0.7486373165618448,0.6607609101081686,0.6068430223348645,0.9284026465028355,0.6806991167073858,0.5905838580423584,0.0,0.520016229375169,0.7043662242738988,0.7702146108822892,0.7390359541683129,0.6212662032688334,0.6123991069895243
headache,0.7717576791808873,0.7692524285513164,0.6440539436044136,0.48981723237597913,0.9413298565840938,0.6544380324264908,0.43496590204587726,0.520016229375169,0.0,0.6860577587398093,0.7960085531004989,0.7313288069835111,0.6058182820901696,0.5575491759702286
hoarse_voice,0.794885745375408,0.7932410856838744,0.7197594118957451,0.65527950310559,0.9225156358582349,0.7500559409263817,0.7027901957761677,0.7043662242738988,0.6860577587398093,0.0,0.7919635223710458,0.7849251166216548,0.7314715359828142,0.6782020684168656
delirium,0.7607655502392344,0.8064627019594363,0.7961963505525572,0.8056135027498578,0.9025309639203015,0.7938666666666667,0.8120859589594441,0.7702146108822892,0.7960085531004989,0.7919635223710458,0.0,0.8170471841704718,0.8029666254635353,0.8194121378727004
diarrhoea,0.7923578199052133,0.7361740707162284,0.7639780018331805,0.7561235356762513,0.9227753822030577,0.7329297820823245,0.7381436844576617,0.7390359541683129,0.7313288069835111,0.7849251166216548,0.8170471841704718,0.0,0.7662222222222222,0.7506452253325392
fever,0.7436345481777334,0.7766666666666666,0.7241310026120152,0.6579036063363667,0.924506387921022,0.703602848764139,0.6747979426891991,0.6212662032688334,0.6058182820901696,0.7314715359828142,0.8029666254635353,0.7662222222222222,0.0,0.6432715702788695
persistent_cough,0.768344709897611,0.7865841073271413,0.6643435675268412,0.6025044148338418,0.914794921875,0.6988358993616223,0.613384484228474,0.6123991069895243,0.5575491759702286,0.6782020684168656,0.8194121378727004,0.7506452253325392,0.6432715702788695,0.0
