,fatigue,abdominal_pain,chest_pain,sore_throat,shortness_of_breath,skipped_meals,smell,unusual_muscle_pains,headache,hoarse_voice,delirium,diarrhoea,fever,persistent_cough
fatigue,0.0,0.8356164383561644,0.9027777777777778,0.8472222222222222,0.6842105263157895,0.38095238095238093,0.7027027027027027,0.75,0.7,0.7671232876712328,0.47674418604651164,0.7341772151898734,0.676056338028169,0.6292134831460674
abdominal_pain,0.8356164383561644,0.0,0.8275862068965517,0.7741935483870968,0.8775510204081632,0.8481012658227848,0.8913043478260869,0.7837837837837838,0.7894736842105263,0.8461538461538461,0.7536231884057971,0.75,0.775,0.8153846153846154
chest_pain,0.9027777777777778,0.8275862068965517,0.0,0.8148148148148148,0.7435897435897436,0.8961038961038961,0.9024390243902439,0.6551724137931034,0.8571428571428571,0.8529411764705882,0.9333333333333333,0.8604651162790697,0.8378378378378378,0.8166666666666667
sore_throat,0.8472222222222222,0.7741935483870968,0.8148148148148148,0.0,0.7954545454545454,0.8441558441558441,0.7435897435897436,0.7352941176470589,0.8108108108108109,0.65625,0.8493150684931506,0.8222222222222222,0.825,0.75
shortness_of_breath,0.6842105263157895,0.8775510204081632,0.7435897435897436,0.7954545454545454,0.0,0.7380952380952381,0.8214285714285714,0.723404255319149,0.7021276595744681,0.8,0.7375,0.8524590163934426,0.6666666666666666,0.6857142857142857
skipped_meals,0.38095238095238093,0.8481012658227848,0.8961038961038961,0.8441558441558441,0.7380952380952381,0.0,0.6753246753246753,0.72,0.7721518987341772,0.7368421052631579,0.5876288659793815,0.6410256410256411,0.75,0.5617977528089888
smell,0.7027027027027027,0.8913043478260869,0.9024390243902439,0.7435897435897436,0.8214285714285714,0.6753246753246753,0.0,0.7272727272727273,0.7872340425531915,0.7555555555555555,0.7875,0.68,0.8235294117647058,0.7246376811594203
unusual_muscle_pains,0.75,0.7837837837837838,0.6551724137931034,0.7352941176470589,0.723404255319149,0.72,0.7272727272727273,0.0,0.725,0.717948717948718,0.7361111111111112,0.75,0.8,0.7384615384615385
headache,0.7,0.7894736842105263,0.8571428571428571,0.8108108108108109,0.7021276595744681,0.7721518987341772,0.7872340425531915,0.725,0.0,0.8409090909090909,0.7397260273972602,0.78,0.75,0.6825396825396826
hoarse_voice,0.7671232876712328,0.8461538461538461,0.8529411764705882,0.65625,0.8,0.7368421052631579,0.7555555555555555,0.717948717948718,0.8409090909090909,0.0,0.8026315789473685,0.75,0.875,0.7761194029850746
delirium,0.47674418604651164,0.7536231884057971,0.9333333333333333,0.8493150684931506,0.7375,0.5876288659793815,0.7875,0.7361111111111112,0.7397260273972602,0.8026315789473685,0.0,0.7375,0.6619718309859155,0.6630434782608695
diarrhoea,0.7341772151898734,0.75,0.8604651162790697,0.8222222222222222,0.8524590163934426,0.6410256410256411,0.68,0.75,0.78,0.75,0.7375,0.0,0.8363636363636363,0.6857142857142857
fever,0.676056338028169,0.775,0.8378378378378378,0.825,0.6666666666666666,0.75,0.8235294117647058,0.8,0.75,0.875,0.6619718309859155,0.8363636363636363,0.0,0.696969696969697
persistent_cough,0.6292134831460674,0.8153846153846154,0.8166666666666667,0.75,0.6857142857142857,0.5617977528089888,0.7246376811594203,0.7384615384615385,0.6825396825396826,0.7761194029850746,0.6630434782608695,0.6857142857142857,0.696969696969697,0.0
