,fatigue,abdominal_pain,chest_pain,sore_throat,shortness_of_breath,skipped_meals,smell,unusual_muscle_pains,headache,hoarse_voice,delirium,diarrhoea,fever,persistent_cough
fatigue,0.0,0.7880886426592798,0.7856154910096819,0.7818574514038877,0.7784200385356455,0.6379853095487933,0.7382488479262673,0.6809015421115066,0.7379636937647988,0.7478152309612984,0.703416149068323,0.7303506650544136,0.7149532710280374,0.7323809523809524
abdominal_pain,0.7880886426592798,0.0,0.8026905829596412,0.7891705069124424,0.9099804305283757,0.7566191446028513,0.7695238095238095,0.7300613496932515,0.7545008183306056,0.7895424836601307,0.8409785932721713,0.7264397905759162,0.7950530035335689,0.7777777777777778
chest_pain,0.7856154910096819,0.8026905829596412,0.0,0.7885057471264367,0.845360824742268,0.7952755905511811,0.7794533459000943,0.7448609431680774,0.75814332247557,0.7760210803689065,0.8127925117004681,0.7980295566502463,0.7741935483870968,0.7579051383399209
sore_throat,0.7818574514038877,0.7891705069124424,0.7885057471264367,0.0,0.9098250336473755,0.7238095238095238,0.7027707808564232,0.7482993197278912,0.6229635376260667,0.6737907761529809,0.855039637599094,0.7565922920892495,0.7391304347826086,0.7008620689655173
shortness_of_breath,0.7784200385356455,0.9099804305283757,0.845360824742268,0.9098250336473755,0.0,0.8696655132641292,0.8994764397905759,0.8753541076487252,0.907928388746803,0.904,0.8662280701754386,0.8942598187311178,0.8600583090379009,0.8892543859649122
skipped_meals,0.6379853095487933,0.7566191446028513,0.7952755905511811,0.7238095238095238,0.8696655132641292,0.0,0.615819209039548,0.6599264705882353,0.5864825581395349,0.717680608365019,0.7355460385438972,0.6653919694072657,0.6485981308411215,0.6421052631578947
smell,0.7382488479262673,0.7695238095238095,0.7794533459000943,0.7027707808564232,0.8994764397905759,0.615819209039548,0.0,0.6773356401384083,0.5620542082738944,0.7411347517730497,0.7996164908916586,0.6890080428954424,0.7133163698049194,0.6491499227202473
unusual_muscle_pains,0.6809015421115066,0.7300613496932515,0.7448609431680774,0.7482993197278912,0.8753541076487252,0.6599264705882353,0.6773356401384083,0.0,0.6289945440374123,0.7331154684095861,0.7791411042944786,0.7461139896373057,0.6970010341261634,0.7046046915725456
headache,0.7379636937647988,0.7545008183306056,0.75814332247557,0.6229635376260667,0.907928388746803,0.5864825581395349,0.5620542082738944,0.6289945440374123,0.0,0.6966824644549763,0.7951219512195122,0.6762870514820593,0.6372854914196567,0.5951704545454546
hoarse_voice,0.7478152309612984,0.7895424836601307,0.7760210803689065,0.6737907761529809,0.904,0.717680608365019,0.7411347517730497,0.7331154684095861,0.6966824644549763,0.0,0.8075370121130552,0.7766666666666666,0.7543290043290043,0.7274401473296501
delirium,0.703416149068323,0.8409785932721713,0.8127925117004681,0.855039637599094,0.8662280701754386,0.7355460385438972,0.7996164908916586,0.7791411042944786,0.7951219512195122,0.8075370121130552,0.0,0.8129770992366412,0.77125,0.8062930186823992
diarrhoea,0.7303506650544136,0.7264397905759162,0.7980295566502463,0.7565922920892495,0.8942598187311178,0.6653919694072657,0.6890080428954424,0.7461139896373057,0.6762870514820593,0.7766666666666666,0.8129770992366412,0.0,0.7376185458377239,0.7172351885098743
fever,0.7149532710280374,0.7950530035335689,0.7741935483870968,0.7391304347826086,0.8600583090379009,0.6485981308411215,0.7133163698049194,0.6970010341261634,0.6372854914196567,0.7543290043290043,0.77125,0.7376185458377239,0.0,0.7049036777583187
persistent_cough,0.7323809523809524,0.7777777777777778,0.7579051383399209,0.7008620689655173,0.8892543859649122,0.6421052631578947,0.6491499227202473,0.7046046915725456,0.5951704545454546,0.7274401473296501,0.8062930186823992,0.7172351885098743,0.7049036777583187,0.0
