,fatigue,abdominal_pain,chest_pain,sore_throat,shortness_of_breath,skipped_meals,smell,unusual_muscle_pains,headache,hoarse_voice,delirium,diarrhoea,fever,persistent_cough
fatigue,0.0,0.7619260918253079,0.7459580003716781,0.7633576642335766,0.8415094339622642,0.6907335907335908,0.7507043978929315,0.6817162984309958,0.7379354426334293,0.7671044893158204,0.7488572196827104,0.7748482946223059,0.7102303160149973,0.7410714285714286
abdominal_pain,0.7619260918253079,0.0,0.7387255796969143,0.7471331107562781,0.9046144317126045,0.731359649122807,0.755048076923077,0.7014232673267327,0.7330378811860293,0.7790609617569103,0.8089581786686464,0.7280609008246987,0.7514372675008455,0.7655120481927711
chest_pain,0.7459580003716781,0.7387255796969143,0.0,0.6801982851018221,0.876210725253957,0.7120088369891115,0.6682769726247987,0.645533953226261,0.63554776150196,0.7194857238270161,0.808649289099526,0.7587922456682107,0.7081081081081081,0.6652019844082211
sore_throat,0.7633576642335766,0.7471331107562781,0.6801982851018221,0.0,0.9301634472511144,0.7005389772577889,0.5833422089679412,0.6108320058816321,0.5044017607042817,0.6494104112740868,0.8214557058197842,0.753409407180629,0.6616122343182996,0.6154610986825751
shortness_of_breath,0.8415094339622642,0.9046144317126045,0.876210725253957,0.9301634472511144,0.0,0.8973532796317606,0.9302659019812305,0.9108513607815771,0.9309035687167806,0.9071955250444953,0.8861924686192468,0.9072398190045249,0.9068310006266973,0.9027223230490018
skipped_meals,0.6907335907335908,0.731359649122807,0.7120088369891115,0.7005389772577889,0.8973532796317606,0.0,0.644091546006539,0.6468443197755961,0.635839934163152,0.7315988802898074,0.7938369781312127,0.7200211304807185,0.677384780278671,0.6742881189507645
smell,0.7507043978929315,0.755048076923077,0.6682769726247987,0.5833422089679412,0.9302659019812305,0.644091546006539,0.0,0.5684856454087224,0.4157879737817042,0.6889517745548874,0.8113562296314866,0.7260045308215095,0.6500167991936388,0.5917697274816679
unusual_muscle_pains,0.6817162984309958,0.7014232673267327,0.645533953226261,0.6108320058816321,0.9108513607815771,0.6468443197755961,0.5684856454087224,0.0,0.5088679436505523,0.695497292675976,0.7839236616529193,0.727975495915986,0.6050048389326697,0.6112597121385811
headache,0.7379354426334293,0.7330378811860293,0.63554776150196,0.5044017607042817,0.9309035687167806,0.635839934163152,0.4157879737817042,0.5088679436505523,0.0,0.6768911917098446,0.8152405278842061,0.7141367806505421,0.5921093188122881,0.549560351718625
hoarse_voice,0.7671044893158204,0.7790609617569103,0.7194857238270161,0.6494104112740868,0.9071955250444953,0.7315988802898074,0.6889517745548874,0.695497292675976,0.6768911917098446,0.0,0.8127795527156549,0.7790990990990991,0.7203456402199528,0.6801237660232798
delirium,0.7488572196827104,0.8089581786686464,0.808649289099526,0.8214557058197842,0.8861924686192468,0.7938369781312127,0.8113562296314866,0.7839236616529193,0.8152405278842061,0.8127795527156549,0.0,0.8181191078408829,0.8078754578754579,0.8262263546008336
diarrhoea,0.7748482946223059,0.7280609008246987,0.7587922456682107,0.753409407180629,0.9072398190045249,0.7200211304807185,0.7260045308215095,0.727975495915986,0.7141367806505421,0.7790990990990991,0.8181191078408829,0.0,0.7406500081659317,0.7440695447178429
fever,0.7102303160149973,0.7514372675008455,0.7081081081081081,0.6616122343182996,0.9068310006266973,0.677384780278671,0.6500167991936388,0.6050048389326697,0.5921093188122881,0.7203456402199528,0.8078754578754579,0.7406500081659317,0.0,0.6335635359116022
persistent_cough,0.7410714285714286,0.7655120481927711,0.6652019844082211,0.6154610986825751,0.9027223230490018,0.6742881189507645,0.5917697274816679,0.6112597121385811,0.549560351718625,0.6801237660232798,0.8262263546008336,0.7440695447178429,0.6335635359116022,0.0
