,fatigue,abdominal_pain,chest_pain,sore_throat,shortness_of_breath,skipped_meals,smell,unusual_muscle_pains,headache,hoarse_voice,delirium,diarrhoea,fever,persistent_cough
fatigue,0.0,0.7525958466453674,0.7508716875871687,0.7701787648970747,0.8169874732661168,0.6615203893270682,0.7385524372230429,0.6760133662647102,0.7286951387522141,0.7669769045156842,0.7532114624505929,0.7507434944237918,0.7006813500237681,0.7293354943273906
abdominal_pain,0.7525958466453674,0.0,0.7315634218289085,0.7513871971850047,0.8967316671244163,0.7211023622047245,0.744193836534167,0.6944013538287971,0.721221613155834,0.7670608108108108,0.8110831234256927,0.7144729451413593,0.7436013249021379,0.7554715997915581
chest_pain,0.7508716875871687,0.7315634218289085,0.0,0.6969813744380219,0.8660386029411765,0.7220415665205712,0.68600129617628,0.6622847377415538,0.6590582142514626,0.727427597955707,0.8147429679922406,0.7648365598222786,0.7184560044272275,0.6774030567134015
sore_throat,0.7701787648970747,0.7513871971850047,0.6969813744380219,0.0,0.9243209295022766,0.7023217247097844,0.6047364248910028,0.6299569453886246,0.5235884101040119,0.641324751944221,0.8403409911862447,0.7441740031071984,0.6603954463750749,0.6103881534664573
shortness_of_breath,0.8169874732661168,0.8967316671244163,0.8660386029411765,0.9243209295022766,0.0,0.8913756511672777,0.925777939217823,0.9048528241845665,0.9258365993367501,0.9103784023013941,0.8781362007168458,0.8930244022676855,0.8995391705069125,0.8995860800245286
skipped_meals,0.6615203893270682,0.7211023622047245,0.7220415665205712,0.7023217247097844,0.8913756511672777,0.0,0.6157456795391508,0.627997002997003,0.5966227113177118,0.7197958026091889,0.7976025017373176,0.6959490213928083,0.6417689092625051,0.6490240689737756
smell,0.7385524372230429,0.744193836534167,0.68600129617628,0.6047364248910028,0.925777939217823,0.6157456795391508,0.0,0.5715587044534413,0.4235946159936659,0.6732889422552123,0.8268332554880897,0.7095673235715072,0.637911464245176,0.564225211758844
unusual_muscle_pains,0.6760133662647102,0.6944013538287971,0.6622847377415538,0.6299569453886246,0.9048528241845665,0.627997002997003,0.5715587044534413,0.0,0.507029053420806,0.6858435681965094,0.7891810668670173,0.7145687491744815,0.6071561684681327,0.6077354260089686
headache,0.7286951387522141,0.721221613155834,0.6590582142514626,0.5235884101040119,0.9258365993367501,0.5966227113177118,0.4235946159936659,0.507029053420806,0.0,0.6637015781922525,0.8246483059243115,0.6968909423428626,0.5677634716261326,0.5131048387096774
hoarse_voice,0.7669769045156842,0.7670608108108108,0.727427597955707,0.641324751944221,0.9103784023013941,0.7197958026091889,0.6732889422552123,0.6858435681965094,0.6637015781922525,0.0,0.8228141285466126,0.7575127877237852,0.7123173277661795,0.6739350912778904
delirium,0.7532114624505929,0.8110831234256927,0.8147429679922406,0.8403409911862447,0.8781362007168458,0.7976025017373176,0.8268332554880897,0.7891810668670173,0.8246483059243115,0.8228141285466126,0.0,0.8269151138716356,0.8059826203208557,0.8374391092553932
diarrhoea,0.7507434944237918,0.7144729451413593,0.7648365598222786,0.7441740031071984,0.8930244022676855,0.6959490213928083,0.7095673235715072,0.7145687491744815,0.6968909423428626,0.7575127877237852,0.8269151138716356,0.0,0.7277841892671668,0.715475275429157
fever,0.7006813500237681,0.7436013249021379,0.7184560044272275,0.6603954463750749,0.8995391705069125,0.6417689092625051,0.637911464245176,0.6071561684681327,0.5677634716261326,0.7123173277661795,0.8059826203208557,0.7277841892671668,0.0,0.6248356639177722
persistent_cough,0.7293354943273906,0.7554715997915581,0.6774030567134015,0.6103881534664573,0.8995860800245286,0.6490240689737756,0.564225211758844,0.6077354260089686,0.5131048387096774,0.6739350912778904,0.8374391092553932,0.715475275429157,0.6248356639177722,0.0
