,fatigue,abdominal_pain,chest_pain,sore_throat,shortness_of_breath,skipped_meals,smell,unusual_muscle_pains,headache,hoarse_voice,delirium,diarrhoea,fever,persistent_cough
fatigue,0.0,0.7894736842105263,0.8116883116883117,0.7791411042944786,0.6503496503496503,0.4925373134328358,0.6368715083798883,0.6708074534161491,0.671957671957672,0.7441860465116279,0.5056818181818182,0.6529411764705882,0.6214689265536724,0.6616915422885572
abdominal_pain,0.7894736842105263,0.0,0.7717391304347826,0.7714285714285715,0.8715596330275229,0.7801047120418848,0.7659574468085106,0.7256637168141593,0.7342657342657343,0.8503937007874016,0.7707006369426752,0.7380952380952381,0.8082191780821918,0.8154761904761905
chest_pain,0.8116883116883117,0.7717391304347826,0.0,0.8148148148148148,0.803921568627451,0.7853403141361257,0.7642857142857142,0.788135593220339,0.7412587412587412,0.8114754098360656,0.8074534161490683,0.8382352941176471,0.7730496453900709,0.7777777777777778
sore_throat,0.7791411042944786,0.7714285714285715,0.8148148148148148,0.0,0.85,0.76,0.6595744680851063,0.6859504132231405,0.6482758620689655,0.712,0.7906976744186046,0.7482014388489209,0.7315436241610739,0.7485380116959064
shortness_of_breath,0.6503496503496503,0.8715596330275229,0.803921568627451,0.85,0.0,0.7461139896373057,0.8269230769230769,0.813953488372093,0.8414634146341463,0.7795275590551181,0.7215189873417721,0.8413793103448276,0.6928571428571428,0.7393939393939394
skipped_meals,0.4925373134328358,0.7801047120418848,0.7853403141361257,0.76,0.7461139896373057,0.0,0.5495049504950495,0.698019801980198,0.6363636363636364,0.6881188118811881,0.5142857142857142,0.6504854368932039,0.6244131455399061,0.6351931330472103
smell,0.6368715083798883,0.7659574468085106,0.7642857142857142,0.6595744680851063,0.8269230769230769,0.5495049504950495,0.0,0.6578947368421053,0.5823529411764706,0.6535947712418301,0.6958762886597938,0.6646341463414634,0.7,0.6510416666666666
unusual_muscle_pains,0.6708074534161491,0.7256637168141593,0.788135593220339,0.6859504132231405,0.813953488372093,0.698019801980198,0.6578947368421053,0.0,0.6209150326797386,0.7428571428571429,0.695906432748538,0.7054794520547946,0.6753246753246753,0.7277777777777777
headache,0.671957671957672,0.7342657342657343,0.7412587412587412,0.6482758620689655,0.8414634146341463,0.6363636363636364,0.5823529411764706,0.6209150326797386,0.0,0.7245508982035929,0.7064676616915423,0.6547619047619048,0.6830601092896175,0.6288659793814433
hoarse_voice,0.7441860465116279,0.8503937007874016,0.8114754098360656,0.712,0.7795275590551181,0.6881188118811881,0.6535947712418301,0.7428571428571429,0.7245508982035929,0.0,0.7215909090909091,0.7756410256410257,0.7044025157232704,0.6949152542372882
delirium,0.5056818181818182,0.7707006369426752,0.8074534161490683,0.7906976744186046,0.7215189873417721,0.5142857142857142,0.6958762886597938,0.695906432748538,0.7064676616915423,0.7215909090909091,0.0,0.7731958762886598,0.6324324324324324,0.6824644549763034
diarrhoea,0.6529411764705882,0.7380952380952381,0.8382352941176471,0.7482014388489209,0.8413793103448276,0.6504854368932039,0.6646341463414634,0.7054794520547946,0.6547619047619048,0.7756410256410257,0.7731958762886598,0.0,0.6807228915662651,0.6881720430107527
fever,0.6214689265536724,0.8082191780821918,0.7730496453900709,0.7315436241610739,0.6928571428571428,0.6244131455399061,0.7,0.6753246753246753,0.6830601092896175,0.7044025157232704,0.6324324324324324,0.6807228915662651,0.0,0.6510416666666666
persistent_cough,0.6616915422885572,0.8154761904761905,0.7777777777777778,0.7485380116959064,0.7393939393939394,0.6351931330472103,0.6510416666666666,0.7277777777777777,0.6288659793814433,0.6949152542372882,0.6824644549763034,0.6881720430107527,0.6510416666666666,0.0
