,fatigue,abdominal_pain,chest_pain,sore_throat,shortness_of_breath,skipped_meals,smell,unusual_muscle_pains,headache,hoarse_voice,delirium,diarrhoea,fever,persistent_cough
fatigue,0.0,0.8118609406952966,0.7756286266924565,0.8175759071834116,0.8404255319148937,0.751937984496124,0.8207720588235294,0.7399932727884292,0.8020477815699659,0.7940379403794038,0.7486800422386484,0.8166510757717493,0.7792022792022792,0.8012978986402967
abdominal_pain,0.8118609406952966,0.0,0.7685735512630015,0.788027477919529,0.8917963224893918,0.765115426896299,0.8111636281791582,0.7492776886035313,0.7858277094084954,0.8018348623853211,0.7954110898661568,0.7441424554826617,0.7775879740348479,0.7987477638640429
chest_pain,0.7756286266924565,0.7685735512630015,0.0,0.6822429906542056,0.868952559887271,0.7114443084455324,0.6988950276243094,0.6660095747676711,0.6585695006747638,0.7136591478696742,0.7570266272189349,0.7803948735711812,0.7265129682997118,0.664289632473944
sore_throat,0.8175759071834116,0.788027477919529,0.6822429906542056,0.0,0.9384048433798368,0.6970305871846394,0.572849511880641,0.6115233522479266,0.4377502730251183,0.6305854241338112,0.7841989758595465,0.7782526115859449,0.6511939299263557,0.5874293170943888
shortness_of_breath,0.8404255319148937,0.8917963224893918,0.868952559887271,0.9384048433798368,0.0,0.9154557463672391,0.9409343984507383,0.9178131788559015,0.9401952807160293,0.9208237986270023,0.8759581881533101,0.9116022099447514,0.9238517324738115,0.9137091162143354
skipped_meals,0.751937984496124,0.765115426896299,0.7114443084455324,0.6970305871846394,0.9154557463672391,0.0,0.684412265758092,0.6733111849390919,0.650567635174139,0.7290775809407453,0.7672320461927102,0.7553080403759137,0.6860499265785609,0.6918990703851262
smell,0.8207720588235294,0.8111636281791582,0.6988950276243094,0.572849511880641,0.9409343984507383,0.684412265758092,0.0,0.6448352536891045,0.466758288953788,0.7023504273504273,0.7926580557443915,0.7741791378155014,0.7025599349857782,0.641295707472178
unusual_muscle_pains,0.7399932727884292,0.7492776886035313,0.6660095747676711,0.6115233522479266,0.9178131788559015,0.6733111849390919,0.6448352536891045,0.0,0.5496344747979992,0.6984171063593446,0.7457842825326122,0.7531914893617021,0.6297615785146615,0.6413260219341974
headache,0.8020477815699659,0.7858277094084954,0.6585695006747638,0.4377502730251183,0.9401952807160293,0.650567635174139,0.466758288953788,0.5496344747979992,0.0,0.667181169207023,0.7723107569721116,0.7623801135251517,0.5975917653913381,0.5702571748043235
hoarse_voice,0.7940379403794038,0.8018348623853211,0.7136591478696742,0.6305854241338112,0.9208237986270023,0.7290775809407453,0.7023504273504273,0.6984171063593446,0.667181169207023,0.0,0.7741577193631988,0.7791065775589167,0.7213930348258707,0.6607390941928314
delirium,0.7486800422386484,0.7954110898661568,0.7570266272189349,0.7841989758595465,0.8759581881533101,0.7672320461927102,0.7926580557443915,0.7457842825326122,0.7723107569721116,0.7741577193631988,0.0,0.8096069868995633,0.7797979797979798,0.7936648904677324
diarrhoea,0.8166510757717493,0.7441424554826617,0.7803948735711812,0.7782526115859449,0.9116022099447514,0.7553080403759137,0.7741791378155014,0.7531914893617021,0.7623801135251517,0.7791065775589167,0.8096069868995633,0.0,0.7871794871794872,0.7816455696202531
fever,0.7792022792022792,0.7775879740348479,0.7265129682997118,0.6511939299263557,0.9238517324738115,0.6860499265785609,0.7025599349857782,0.6297615785146615,0.5975917653913381,0.7213930348258707,0.7797979797979798,0.7871794871794872,0.0,0.6590909090909091
persistent_cough,0.8012978986402967,0.7987477638640429,0.664289632473944,0.5874293170943888,0.9137091162143354,0.6918990703851262,0.641295707472178,0.6413260219341974,0.5702571748043235,0.6607390941928314,0.7936648904677324,0.7816455696202531,0.6590909090909091,0.0
