,fatigue,abdominal_pain,chest_pain,sore_throat,shortness_of_breath,skipped_meals,smell,unusual_muscle_pains,headache,hoarse_voice,delirium,diarrhoea,fever,persistent_cough
fatigue,0.0,0.8741092636579573,0.8549346016646849,0.8886101354741596,0.872,0.8299516908212561,0.8923573735199138,0.8147029204431017,0.876522469550609,0.8621052631578947,0.8335901386748844,0.8998482549317147,0.8502994011976048,0.8781055900621118
abdominal_pain,0.8741092636579573,0.0,0.7874396135265701,0.8095916429249762,0.9423076923076923,0.7859450726978998,0.8285144566301097,0.760337552742616,0.7874948917041275,0.8403716216216216,0.8079545454545455,0.7834928229665071,0.8098958333333334,0.8396793587174348
chest_pain,0.8549346016646849,0.7874396135265701,0.0,0.7781007751937985,0.8922610015174507,0.8018942383583267,0.800709939148073,0.7560771165129925,0.7941771128184392,0.7770925110132159,0.8058361391694725,0.8745910577971646,0.8208573256557902,0.7431850789096126
sore_throat,0.8886101354741596,0.8095916429249762,0.7781007751937985,0.0,0.961760083813515,0.7494356659142212,0.6412471825694966,0.7339194817214253,0.48623525205577406,0.7077826725403817,0.8579881656804734,0.8693069306930693,0.6829787234042554,0.6553267681289168
shortness_of_breath,0.872,0.9423076923076923,0.8922610015174507,0.961760083813515,0.0,0.9427027027027027,0.9601139601139601,0.9321266968325792,0.9643765903307888,0.9306431273644389,0.906054279749478,0.9396551724137931,0.9576,0.9433304272013949
skipped_meals,0.8299516908212561,0.7859450726978998,0.8018942383583267,0.7494356659142212,0.9427027027027027,0.0,0.7657061880018895,0.7530597552195825,0.721298495645289,0.8005865102639296,0.821203953279425,0.8561215370866846,0.7296476306196841,0.7878787878787878
smell,0.8923573735199138,0.8285144566301097,0.800709939148073,0.6412471825694966,0.9601139601139601,0.7657061880018895,0.0,0.7618819011041766,0.5926820849154297,0.7923151750972762,0.864281956864808,0.8769799366420274,0.7712254286909243,0.7540481400437636
unusual_muscle_pains,0.8147029204431017,0.760337552742616,0.7560771165129925,0.7339194817214253,0.9321266968325792,0.7530597552195825,0.7618819011041766,0.0,0.7039740470397404,0.7798933739527799,0.8089468779123952,0.8558310376492194,0.7426650366748166,0.7689417658108955
headache,0.876522469550609,0.7874948917041275,0.7941771128184392,0.48623525205577406,0.9643765903307888,0.721298495645289,0.5926820849154297,0.7039740470397404,0.0,0.7604958016793283,0.8509933774834437,0.8661157024793389,0.6284722222222222,0.6952919020715631
hoarse_voice,0.8621052631578947,0.8403716216216216,0.7770925110132159,0.7077826725403817,0.9306431273644389,0.8005865102639296,0.7923151750972762,0.7798933739527799,0.7604958016793283,0.0,0.8132530120481928,0.8658777120315582,0.7924876847290641,0.7330623306233063
delirium,0.8335901386748844,0.8079545454545455,0.8058361391694725,0.8579881656804734,0.906054279749478,0.821203953279425,0.864281956864808,0.8089468779123952,0.8509933774834437,0.8132530120481928,0.0,0.8777173913043478,0.85444366689993,0.8615611192930781
diarrhoea,0.8998482549317147,0.7834928229665071,0.8745910577971646,0.8693069306930693,0.9396551724137931,0.8561215370866846,0.8769799366420274,0.8558310376492194,0.8661157024793389,0.8658777120315582,0.8777173913043478,0.0,0.8838664812239221,0.8625093914350113
fever,0.8502994011976048,0.8098958333333334,0.8208573256557902,0.6829787234042554,0.9576,0.7296476306196841,0.7712254286909243,0.7426650366748166,0.6284722222222222,0.7924876847290641,0.85444366689993,0.8838664812239221,0.0,0.7533512064343163
persistent_cough,0.8781055900621118,0.8396793587174348,0.7431850789096126,0.6553267681289168,0.9433304272013949,0.7878787878787878,0.7540481400437636,0.7689417658108955,0.6952919020715631,0.7330623306233063,0.8615611192930781,0.8625093914350113,0.7533512064343163,0.0
