,fatigue,abdominal_pain,chest_pain,sore_throat,shortness_of_breath,skipped_meals,smell,unusual_muscle_pains,headache,hoarse_voice,delirium,diarrhoea,fever,persistent_cough
fatigue,0.0,0.96045197740113,0.9285714285714286,0.9720930232558139,0.9444444444444444,0.9483870967741935,0.9345794392523364,0.9428571428571428,0.974910394265233,0.9795918367346939,0.8636363636363636,0.9797979797979798,0.9681528662420382,0.9692307692307692
abdominal_pain,0.96045197740113,0.0,0.907608695652174,0.7916666666666666,0.9942528735632183,0.7916666666666666,0.8362068965517241,0.8144329896907216,0.7298850574712644,0.9012875536480687,0.9888268156424581,0.8423423423423423,0.7969924812030075,0.9181818181818182
chest_pain,0.9285714285714286,0.907608695652174,0.0,0.8981481481481481,0.9714285714285714,0.9772727272727273,0.9083333333333333,0.8181818181818182,0.9405594405594405,0.9363636363636364,0.975609756097561,0.9369369369369369,0.9475308641975309,0.941747572815534
sore_throat,0.9720930232558139,0.7916666666666666,0.8981481481481481,0.0,0.9856459330143541,0.8589743589743589,0.8371212121212122,0.8491379310344828,0.7328042328042328,0.7942386831275721,0.9765258215962441,0.8735632183908046,0.7719714964370546,0.7801857585139319
shortness_of_breath,0.9444444444444444,0.9942528735632183,0.9714285714285714,0.9856459330143541,0.0,0.9868421052631579,0.9903846153846154,0.984375,0.9963768115942029,0.9775280898876404,1.0,1.0,0.9871382636655949,0.9894736842105263
skipped_meals,0.9483870967741935,0.7916666666666666,0.9772727272727273,0.8589743589743589,0.9868421052631579,0.0,0.8364485981308412,0.8941798941798942,0.7761627906976745,0.9018691588785047,0.967741935483871,0.8708133971291866,0.7142857142857143,0.8837209302325582
smell,0.9345794392523364,0.8362068965517241,0.9083333333333333,0.8371212121212122,0.9903846153846154,0.8364485981308412,0.0,0.8571428571428571,0.8338557993730408,0.9248554913294798,0.981651376146789,0.893491124260355,0.8767123287671232,0.9003831417624522
unusual_muscle_pains,0.9428571428571428,0.8144329896907216,0.8181818181818182,0.8491379310344828,0.984375,0.8941798941798942,0.8571428571428571,0.0,0.8591065292096219,0.9496402877697842,0.9558823529411765,0.9111111111111111,0.8955223880597015,0.9307359307359307
headache,0.974910394265233,0.7298850574712644,0.9405594405594405,0.7328042328042328,0.9963768115942029,0.7761627906976745,0.8338557993730408,0.8591065292096219,0.0,0.8670886075949367,0.985663082437276,0.9186746987951807,0.6496519721577726,0.8638613861386139
hoarse_voice,0.9795918367346939,0.9012875536480687,0.9363636363636364,0.7942386831275721,0.9775280898876404,0.9018691588785047,0.9248554913294798,0.9496402877697842,0.8670886075949367,0.0,0.9895833333333334,0.9050632911392406,0.8781869688385269,0.8283261802575107
delirium,0.8636363636363636,0.9888268156424581,0.975609756097561,0.9765258215962441,1.0,0.967741935483871,0.981651376146789,0.9558823529411765,0.985663082437276,0.9895833333333334,0.0,0.9896907216494846,0.9744408945686901,0.9740932642487047
diarrhoea,0.9797979797979798,0.8423423423423423,0.9369369369369369,0.8735632183908046,1.0,0.8708133971291866,0.893491124260355,0.9111111111111111,0.9186746987951807,0.9050632911392406,0.9896907216494846,0.0,0.9033149171270718,0.8995983935742972
fever,0.9681528662420382,0.7969924812030075,0.9475308641975309,0.7719714964370546,0.9871382636655949,0.7142857142857143,0.8767123287671232,0.8955223880597015,0.6496519721577726,0.8781869688385269,0.9744408945686901,0.9033149171270718,0.0,0.8278301886792453
persistent_cough,0.9692307692307692,0.9181818181818182,0.941747572815534,0.7801857585139319,0.9894736842105263,0.8837209302325582,0.9003831417624522,0.9307359307359307,0.8638613861386139,0.8283261802575107,0.9740932642487047,0.8995983935742972,0.8278301886792453,0.0
