"","V1","V2"
"sympt_now_fever",-0.107503349828654,0.116473812882051
"sympt_now_muscle_ache_myalgia",-0.525918493821008,0.163047190542284
"sympt_now_fatigue_weakness",-0.546094917637683,0.134863859915551
"sympt_now_sore_throat",-0.166806937951931,0.0738753710151763
"sympt_now_cough",0.0590812439183275,0.669162114814987
"sympt_now_shortness_of_breath",-0.26640496461267,0.0804501730247348
"sympt_now_headache",-0.333759844255363,0.141655546613796
"sympt_now_nausea_vomiting",-0.2017908945689,0.0452934722871596
"sympt_now_abdominal_pain",-0.175924216635218,0.0499686403645641
"sympt_now_diarrhoea",-0.0776932446321849,0.023557772319359
"sympt_now_loss_of_taste",-0.273387147905253,-0.453183178290566
"sympt_now_loss_of_smell",-0.217956541064032,-0.501406868631956
