"","V1"
"sympt_now_fever",-0.194308590361128
"sympt_now_muscle_ache_myalgia",-0.414125232662662
"sympt_now_fatigue_weakness",-0.521212389594463
"sympt_now_sore_throat",-0.0937638253467099
"sympt_now_cough",-0.0739722060376913
"sympt_now_shortness_of_breath",-0.18682744233527
"sympt_now_headache",-0.260507463654026
"sympt_now_nausea_vomiting",-0.299059972422092
"sympt_now_abdominal_pain",-0.46943012225806
"sympt_now_diarrhoea",-0.206787724942178
"sympt_now_loss_of_taste",-0.164620321806509
"sympt_now_loss_of_smell",-0.149624242526784
