,0,1,symptom_name_raw
0,2.9922783,-6.615138,fatigue
1,1.5632817,-6.090727,abdominal_pain
2,0.6535788,-5.9419804,chest_pain
3,-0.10871848,-7.282118,sore_throat
4,3.5351343,-6.24533,shortness_of_breath
5,2.2820399,-7.164014,skipped_meals
6,-0.019488068,-6.4754004,smell
7,1.2051287,-5.431535,unusual_muscle_pains
8,-0.13071872,-5.983668,headache
9,-0.36932975,-7.893956,hoarse_voice
10,3.4806323,-7.095578,delirium
11,1.9500415,-6.736166,diarrhoea
12,1.1362014,-7.46036,fever
13,0.34339574,-7.904548,persistent_cough
