,0,1,symptom_name_raw
0,7.6177382,-10.403476,fatigue
1,1.4051201,-3.4903216,abdominal_pain
2,3.2447639,-3.9787378,chest_pain
3,0.25706172,-2.1354156,sore_throat
4,8.102049,-10.867982,shortness_of_breath
5,1.4790426,-2.1054878,skipped_meals
6,3.943782,-3.9457414,smell
7,3.4306176,-4.3806443,unusual_muscle_pains
8,0.68902814,-2.855049,headache
9,-0.06879847,-1.3827198,hoarse_voice
10,7.8931494,-10.656417,delirium
11,1.7730644,-3.2872286,diarrhoea
12,1.2403197,-2.2348063,fever
13,-0.033936176,-1.9857503,persistent_cough
