,0,1,symptom_name_raw
0,1.3225255,-6.018989,fatigue
1,0.8442665,-6.476573,abdominal_pain
2,1.7874684,-3.400251,chest_pain
3,0.8787897,-3.398156,sore_throat
4,1.6453242,-5.649066,shortness_of_breath
5,1.4523324,-4.204459,skipped_meals
6,2.46864,-3.330573,smell
7,0.65551794,-5.8579855,unusual_muscle_pains
8,2.0305653,-3.9484487,headache
9,0.77378255,-2.8846364,hoarse_voice
10,1.7413882,-6.247957,delirium
11,1.1179004,-4.3253646,diarrhoea
12,2.039416,-2.266898,fever
13,2.3985622,-3.9410996,persistent_cough
