,0,1,symptom_name_raw
0,1.898881,-3.3995197,fatigue
1,0.9245052,-6.572257,abdominal_pain
2,1.087025,-7.026016,chest_pain
3,-1.2058947,-2.8214095,sore_throat
4,2.1194131,-3.7643769,shortness_of_breath
5,0.96319383,-3.5258234,skipped_meals
6,-0.4269053,-4.105229,smell
7,1.3660951,-6.460304,unusual_muscle_pains
8,0.09986996,-4.456466,headache
9,-1.2633578,-2.3203363,hoarse_voice
10,2.1855347,-2.9706125,delirium
11,1.0180877,-3.1208832,diarrhoea
12,0.12472175,-3.825382,fever
13,-0.60955536,-4.6242437,persistent_cough
